avec_hebergement;nom_etablissement;propriete_ville;categorie;type;adresse_1;adresse_2;code_postal;commune;canton;effectif_personnel;nb_visiteurs_max;geometrie
0;AGORA CONDUITE;0;5.0;L;13 AVENUE DU GENERAL LECLERC;;33200;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;1;15;44.841546,-0.6205
0;AFRICAN FOODS;0;5.0;M;44 rue Elie Gintrac;;33000;BORDEAUX;;0;0;44.830884,-0.568948
0;AGORA EXPOSITION ESPACE PUBLIC DU 11 AU 14 SEPTEMBRE 2014;0;1.0;T;quai des Chartrons;;33300;BORDEAUX;;110;5619;44.856355,-0.568436
0;AFUL BORDEAUX VAUBAN;0;5.0;W;10 rue Vauban;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;19;44.847681,-0.573964
0;ALIENOR CONDUITE EX AUTO ECOLE BIERI;0;5.0;L;100 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;17;44.834919,-0.570691
0;"AGANECE ""LA POSTE LES AUBIERS""";0;5.0;W;117, rue Charles Tournemire;;33028;BORDEAUX;;0;0;
0;ALL SUITES APPART HOTEL BX LAC;0;5.0;L;rue du Professeur Georges Jeanneney;;33300;BORDEAUX;02 Bacalan;0;197;44.887428,-0.557618
0;AGENCE ADECCO;0;5.0;W;123 cours Alsace Lorraine;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;14;4;44.837501,-0.575682
0;ALLIANCE FRANCAISE;0;5.0;R;58 RUE DE LA COURSE;;33000;BORDEAUX;03 Chartrons Grand parc;5;10;44.850959,-0.577604
0;AGENCE AG2R LA MONDIALE;0;5.0;W;Rue de la Seiglière et quai de Paludate;;33800;BORDEAUX;;9;10;44.828268,-0.552992
0;ALLO TOKYO;0;5.0;M;288 rue d'Ornano;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;2;4;44.831767,-0.597107
0;AGENCE AIR FRANCE;0;5.0;W;37 ALLEES DE TOURNY;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;12;31;44.844946,-0.577372
0;ALPIERRE IMMOBILIER - SCI MANDEL;0;5.0;W;4 place Lucien Victor Meunier;;33000;BORDEAUX;;0;0;44.84374,-0.586738
0;AGENCE AQUITANIS LE MIKADO DES AUBIERS;0;5.0;W;14 rue Jacques THIBAUD;;33300;BORDEAUX;;34;11;44.872788,-0.572658
0;ALTERNATIBA GIRONDE;0;3.0;CTS;Quartier Sainte Croix;;33000;BORDEAUX;;0;312;44.836696,-0.573652
0;AGENCE AQUITANIS LE PETIT TRIANON;0;5.0;W;rue Jean ARTUS;;33000;BORDEAUX;;38;8;44.843016,-0.590765
0;AM'METISS EX RESTAURANT LA GOUGOULINE;0;5.0;N;33 RUE DES ARGENTIERS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;50;44.838818,-0.569717
0;AGENCE ASSURANCES;0;5.0;W;7 place des QUINCONCES;;33000;BORDEAUX;;7;10;44.844908,-0.575909
0;AMENAGEMENTS POUR MANIFESTATIONS TEMPORAIRES;0;4.0;L;87 RUE ABBE DE L EPEE;;33000;BORDEAUX;;0;30;44.843521,-0.583398
0;AGENCE AXA;0;5.0;W;73 rue Camille Godard;;33300;BORDEAUX;;5;3;44.860078,-0.577126
0;AMICALE LAIQUE DUPATY;0;5.0;L;81 RUE BOURBON;;33300;BORDEAUX;03 Chartrons Grand parc;10;100;44.862087,-0.558606
0;AGENCE BANCAIRE B.C.P;0;5.0;W;5 COURS DE L'YSER;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;19;44.845829,-0.577715
0;ANTENNE DE DIALYSE AURAD AQUITAINE;0;5.0;U;169/171 rue Georges Bonnac;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;7;10;44.838719,-0.589434
0;AGENCE BANCAIRE BCP;0;5.0;W;126cours d'Alsace et Lorraine;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;12;22;44.83771,-0.571777
0;APACHE;0;5.0;M;47 rue Saint James;;33000;BORDEAUX;;0;0;44.835715,-0.571432
0;AGENCE BANCAIRE BNP PARIBAS;0;5.0;W;95 cours de la Marne;;33000;BORDEAUX;;10;28;44.827881,-0.575283
0;APAJH GIRONDE;0;5.0;W;303 boulevard du Président Wilson;;33200;BORDEAUX;;0;0;44.849585,-0.596781
0;AGENCE BANCAIRE BNP PARIBAS CAUDERAN;0;5.0;W;149 AVENUE LOUIS BARTHOU;;33200;BORDEAUX;07 08 Caudéran;12;25;44.836895,-0.606442
0;APPART HOTEL CITADINES CENTRE MERIADECK, BUREAUX SOFAP;0;5.0;W;25 RUE JEAN FLEURET;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;0;44.836622,-0.584329
0;AGENCE BANCAIRE BNP PARIBAS ST SEURIN;0;5.0;W;3 PLACE DU PRADO;;33000;BORDEAUX;;4;10;44.850803,-0.577521
0;APRIL MON ASSURANCE;0;5.0;W;73 cours de VERDUN;;33000;BORDEAUX;;1;2;44.851519,-0.57419
0;AGENCE BANCAIRE BNP PARIBAS TIVOLI;0;5.0;W;126 rue Croix de Seguey;;33000;BORDEAUX;;5;14;44.853514,-0.593145
0;APRIL MON ASSURANCE;0;5.0;W;12 COURS DE L'YSER;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;195;44.829106,-0.568212
0;AGENCE BANCAIRE BNP PARIBAS VICTOIRE;0;5.0;W;1 PLACE DE LA VICTOIRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.831183,-0.572456
0;AQUITAINE AUTO MOTO ECOLE DU QUAI DE BACALAN;0;5.0;W;28 quai de Bacalan;;33300;BORDEAUX;;1;10;44.857897,-0.559308
0;AGENCE BANCAIRE C.I.C.;0;5.0;W;42 COURS DU CHAPEAU ROUGE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;29;20;44.842129,-0.573455
0;ARBRE DE NOEL;0;;;Palais des Congrès;;33000;BORDEAUX;;0;0;44.838414,-0.569327
0;AGENCE BANCAIRE CAISSE D'EPARGNE;0;5.0;W;16 PLACE STALINGRAD;;33100;BORDEAUX;04 la Bastide;0;0;44.840738,-0.560038
0;ARBRE DE NOEL CMCAS GIRONDE - GN6;0;;;Gymnase BROCAS;185 avenue de Labarde;33000;BORDEAUX;;0;0;44.831402,-0.572487
0;AGENCE BANCAIRE CIC;0;5.0;W;1, rue de Cursol;;33000;BORDEAUX;;4;8;44.835056,-0.575501
0;ARBRE DE NOEL GYMNASE BROCA;0;2.0;X;185 avenue de Labarde;;33300;BORDEAUX;;20;1390;44.882912,-0.550513
0;AGENCE BANCAIRE CIC SUD-OUEST;0;5.0;W;9 place Stalingrad;;33000;BORDEAUX;;23;18;44.852886,-0.620562
0;ARC DISTRI;0;;;197 cours de la Marne;;33000;BORDEAUX;;0;0;44.824721,-0.578692
0;AGENCE BANCAIRE CREDIT MUTUEL;0;5.0;W;14 PLACE LOUIS BARTHOU;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;0;19;44.821898,-0.582469
0;ARCHIREVA;0;5.0;W;31 rue Neuve;;33000;BORDEAUX;;0;0;44.836496,-0.569385
0;AGENCE BANCAIRE CREDIT MUTUEL.VOIR N.1-514;0;5.0;W;193 RUE FONDAUDEGE;;33000;BORDEAUX;06 St Seurin Fondaudège;6;17;44.84976,-0.585034
0;ARCHIVES MUNICIPALES;1;4.0;S;rue de la Rotonde;;33100;BORDEAUX;;40;204;44.845478,-0.556507
0;AGENCE BANCAIRE DU CREDIT AGRICOLE;0;5.0;W;18-19 PLACE PAUL DOUMER;;33000;BORDEAUX;03 Chartrons Grand parc;6;13;44.85222,-0.573718
0;ARSENE ET LES PIPELETTES;0;5.0;N;31 rue des remparts;;33000;BORDEAUX;;0;0;44.839675,-0.579447
0;AGENCE BANCAIRE ET IMMOBILIERE DU CREDIT AGRICOLE THIERS;0;5.0;M;374 avenue THIERS;;33100;BORDEAUX;04 la Bastide;7;16;44.852871,-0.539681
0;ARTISAN-JOAILLIER FRANCOIS METAY;0;5.0;M;40 rue Bouffard;;33000;BORDEAUX;;0;0;44.83928,-0.579671
0;AGENCE BANCAIRE HSBC;0;5.0;W;14 ALLEES D'ORLEANS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;120;50;44.843956,-0.571726
0;ARTSIDE GAMES;0;5.0;X;72 avenue Thiers;;33100;BORDEAUX;;2;47;44.843112,-0.555594
0;AGENCE BANCAIRE HSBC;0;5.0;W;2, place de MOSCOU / 146, rue PASTEUR;;33200;BORDEAUX;07 08 Caudéran;10;11;44.844664,-0.609688
0;ASS SUB MUSIC EX MAISON DE LA BIBLE;0;5.0;V;16 RUE GARAT-5O COURS DE MARNE;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;100;44.830488,-0.570758
0;AGENCE BANCAIRE LCL;0;5.0;W;124 AVENUE DU GENERAL LECLERC;;33200;BORDEAUX;;9;24;44.842423,-0.622533
0;ASSISES DE L ENERGIE DU 27 AU 29 JANVIER 2015;0;1.0;L;Rue Jean Gabriel Domergue;;33300;BORDEAUX;;37;6141;44.872645,-0.571176
0;AGENCE BNP PARIBAS;0;5.0;W;77 boulevard du Président Wilson;;33000;BORDEAUX;;0;0;
0;ASSOCIATION  DE QUARTIER DE BACALAN CLAVEAU;0;5.0;L;31 AVENUE DU DOCTEUR SCHINAZI;;33300;BORDEAUX;02 Bacalan;3;85;44.883203,-0.542004
0;AGENCE BOURSE DE L'IMMOBILIER;0;5.0;W;9 PLACE JEAN JAURES;;33000;BORDEAUX;;6;10;44.843353,-0.570751
0;ASSOCIATION ADULTES ET JEUNES HANDICAPES;0;5.0;W;272 boulevard du Président Wilson;;33000;BORDEAUX;;0;0;
0;AGENCE CENTRALE DES CAPUCINS;0;5.0;W;3, cours de l'Yser;;33800;BORDEAUX;;4;6;44.829676,-0.568212
0;ASSOCIATION CERCLE SEGALIER (BATIMENT B);0;3.0;L;8 rue segalier;;33000;BORDEAUX;;0;302;44.84223,-0.58616
0;AGENCE CENTRALE DES CAPUCINS;0;5.0;W;9 place des Capucins;;33800;BORDEAUX;;4;12;44.830817,-0.567086
0;ASSOCIATION CULTURELLE TURQUE;0;5.0;V;59 QUAI RICHELIEU;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;10;170;44.836974,-0.566403
0;AGENCE CENTURY 21 AX IMMO;0;5.0;W;386 avenue Thiers;;33100;BORDEAUX;;0;0;44.853221,-0.539106
0;ASSOCIATION DES LOISIRS EDUCATIFS;1;5.0;L;RUE DU PETIT CARDINAL;;33000;BORDEAUX;04 la Bastide;3;40;44.854378,-0.583872
0;AGENCE CIC  SOCIÉTÉ BORDELAISE;0;5.0;W;23 QUAI DES CHARTRONS;;33000;BORDEAUX;;5;14;44.849968,-0.570272
0;ASSOCIATION EDUCATIVE EIN GEDI;0;5.0;R;22 AVENUE DE MIRANDE;;33000;BORDEAUX;;2;15;44.827172,-0.5942
0;AGENCE COMMERCIALE GAMBETTA CREDIT AGRICOLE D'AQUITAINE;0;5.0;W;10 12 rue Charles NANCEL PENARD;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;10;19;44.840038,-0.58097
0;ASSOCIATION ESPACE CULTUEL MUSULMAN;0;5.0;V;9 RUE PINEAU;;33100;BORDEAUX;;3;192;44.843112,-0.557153
0;AGENCE CONSEIL PRO BTP ALSACE LORRAINE;0;5.0;W;10 cours Alsace Lorraine;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;7;44.837884,-0.56861
0;ASSOCIATION LE TERROIR;0;5.0;L;14 RUE GOUFFRAND;;33000;BORDEAUX;03 Chartrons Grand parc;0;150;44.844632,-0.587825
0;AGENCE CREDIT COOPERATIF;0;5.0;W;51 quai de Paludate;;33000;BORDEAUX;;24;20;44.840747,-0.569569
0;ASSOCIATION MANA;0;5.0;W;17 cours des AUBIERS;;33000;BORDEAUX;;0;0;44.829882,-0.573324
0;AGENCE CRIT;0;5.0;W;14/48 COURS SAINT LOUIS;;33000;BORDEAUX;;4;6;44.841856,-0.575509
0;ASSOCIATION MARIE DE LUZE;0;;;85 rue Laroche;;33000;BORDEAUX;;0;0;44.852396,-0.585495
0;AGENCE CSF;0;5.0;W;41 cours Pasteur;;33000;BORDEAUX;;4;6;44.834665,-0.57497
0;ASSOCIATION POUR ADULTES ET JEUNES HANDICAPES APAJH;0;5.0;W;272 boulevard du Président Wilson;;33000;BORDEAUX;;0;0;
0;AGENCE DAMIEN CRUSE;0;5.0;W;53, cours de l'Intendance;;33000;BORDEAUX;;0;0;44.841906,-0.578407
0;ASSOCIATION POUR LA READAPTATION ET L'INTEGRATION;0;5.0;W;angle 71 rue des Vivants - 44 rue Degain;;33100;BORDEAUX;04 la Bastide;23;14;44.853473,-0.541717
0;AGENCE DE LA CAISSE D'EPARGNE PAUL DOUMER;0;5.0;W;6 place Paul Doumer;;33000;BORDEAUX;;8;15;44.851871,-0.574576
0;ASSOUR ET SUMMER;0;5.0;M;19 rue Bouffard;;33000;BORDEAUX;;0;0;44.839827,-0.579919
0;AGENCE DE LA COMPAGNIE ITALIENNE DE TOURISME;0;5.0;W;46 ALLEES DE TOURNY;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;10;44.844302,-0.577056
0;ASSURANCES;0;;;80 boulevard du Président WILSON;;33000;BORDEAUX;;0;0;
0;AGENCE DE LA POSTE;0;5.0;W;18 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;8;14;44.835816,-0.567082
0;ASTRONOMIE ESPACE OPTIQUE;0;5.0;M;253 rue de Pessac;;33000;BORDEAUX;;0;0;44.825496,-0.589141
0;AGENCE DE LA POSTE;0;5.0;W;80 AVENUE THIERS;;33015;BORDEAUX;04 la Bastide;40;19;
0;"ATELIER ""VIENS JOUER A LA MAISON""";0;5.0;R;78 rue des trois conils;;33000;BORDEAUX;;0;0;44.838462,-0.578611
N;AGENCE DE LA SOCIETE GENERALE;N;5.0;W;36 RUE EDMOND MICHELET;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;10;44.840071,-0.581975
0;ATELIER COMMUNAUTAIRE;0;5.0;W;9 RUE DU MIRAIL;;33800;BORDEAUX;;0;0;44.83182,-0.564234
0;AGENCE DU CIC SOCIETE BORDELAISE;0;5.0;W;61 COURS PORTAL, 57 COURS DE LA MARTINIQUE;;33000;BORDEAUX;03 Chartrons Grand parc;0;18;44.85452,-0.57259
0;ATELIER SANTE 121;0;5.0;W;121 Cours JOURNU AUBER;;33000;BORDEAUX;;6;62;
0;AGENCE DU CREDIT AGRICOLE;0;5.0;W;70, COURS BALGUERIE STUTTENBERG;;33000;BORDEAUX;03 Chartrons Grand parc;8;22;
0;ATHEME FORMATION EXPERTISES;0;5.0;W;55 rue Ligier;;33000;BORDEAUX;;0;0;44.832271,-0.58226
0;AGENCE DU CREDIT AGRICOLE D'AQUITAINE;0;5.0;W;52-54-56 COURS D'ALBRET;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;4;10;44.836617,-0.580865
N;ATTIJARIWAFA BANK EUROPE;N;5.0;W;43 COURS VICTOR HUGO;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;4;13;44.835739,-0.568311
0;AGENCE DU CREDIT LYONNAIS;0;5.0;W;AVENUE DU MARECHAL LECLERC;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;10;18;44.829458,-0.595232
0;AU CHARBON ARDENT;0;5.0;N;37 RUE SAINTE COLOMBE;;33000;BORDEAUX;;0;0;44.837395,-0.571036
N;AGENCE FRANCE TELECOM;0;5.0;W;21 23 ALLEE DES PINS;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;95;44.834526,-0.603508
0;AU CORNET D'AMOUR;0;5.0;M;4 PLACE DU GENERAL SARRAIL;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;4;44.832093,-0.572771
0;AGENCE FRANCE TELECOM;0;5.0;W;100, RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;16;44.838373,-0.573865
0;AUBERGE'INN RESTAURANT;0;5.0;N;245 RUE DE TURENNE;;33000;BORDEAUX;06 St Seurin Fondaudège;10;122;44.848961,-0.593304
0;AGENCE GRUENER;0;5.0;W;9 rue Fernand Cazeres;;33000;BORDEAUX;;5;10;44.841253,-0.584555
0;AUDITION SANTE;0;5.0;M;3 cours PORTAL;;33000;BORDEAUX;;2;17;44.852328,-0.573579
0;AGENCE HABITAT CAISSE D'EPARGNE;0;5.0;W;5 PLACE DES QUINCONCES;;33000;BORDEAUX;;13;24;44.844659,-0.575568
0;AUTO ECOLE;0;;;39 cours de l'Yser;;33000;BORDEAUX;;0;0;44.850462,-0.574845
0;AGENCE IMMO DE FRANCE;0;5.0;W;77 cours d'Albret;;33000;BORDEAUX;;0;0;44.835128,-0.580704
0;AUTO ECOLE AKROUT;0;5.0;W;14 PLACE PAUL DOUMER;;33000;BORDEAUX;03 Chartrons Grand parc;1;15;44.852269,-0.57433
0;AGENCE IMMOBILIERE;0;5.0;W;25, cours Aristide BRIAND;;33000;BORDEAUX;;4;8;44.831908,-0.57775
0;AUTO ECOLE CITY-PRO;0;5.0;W;;;33000;BORDEAUX;;0;19;44.862132,-0.587876
0;AGENCE IMMOBILIERE;0;5.0;W;196 rue Fondaudege;;33000;BORDEAUX;;4;15;44.850027,-0.58606
0;AUTO ECOLE COC-CI'DRIVER;0;5.0;W;360 cours de la Somme;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;1;15;44.815619,-0.572353
0;AGENCE IMMOBILIERE;0;5.0;W;60 cours de la Somme;;33000;BORDEAUX;;2;15;44.853777,-0.571264
0;AUTO ECOLE GONCOURT;0;5.0;W;46 cours de la Marne;;33000;BORDEAUX;;1;18;44.853529,-0.570695
0;AGENCE IMMOBILIERE BARNES;0;5.0;W;38, cours Georges Clémenceau;;33000;BORDEAUX;;2;38;44.84316,-0.578934
0;AUTO ECOLE GONCOURT;0;5.0;W;105 Cours Alsace Lorraine;;33000;BORDEAUX;;1;19;44.8376,-0.574322
0;AGENCE IMMOBILIERE CAPIFRANCE;0;;;5 cours du Chapeau Rouge;;33000;BORDEAUX;;0;0;44.842572,-0.571528
0;AUTO ECOLE OMEGA;0;5.0;W;98 avenue Thiers;;33100;BORDEAUX;;2;15;44.843774,-0.554518
0;AGENCE IMMOBILIERE CIRSO;0;5.0;W;38 allées d'Orléans;;33000;BORDEAUX;;0;19;44.843776,-0.573621
0;AUTO ECOLE OMEGA;0;5.0;W;98 avenue Thiers;;33000;BORDEAUX;;1;16;44.856539,-0.602706
0;AGENCE IMMOBILIERE LAFORÊT;0;5.0;W;252 et 254, avenue de la République;;33200;BORDEAUX;;0;0;44.843715,-0.628607
0;AUTO ECOLE PORTEZ;0;5.0;W;159 RUE MONDENARD;;33000;BORDEAUX;;0;0;44.847076,-0.593797
0;AGENCE IMMOBILIERE NANSOUTY - CABINET BEDIN;0;5.0;W;1, place Nansouty;;33000;BORDEAUX;;4;8;44.847452,-0.584018
0;AUTO ECOLE SAINT LOUIS;0;5.0;W;4 COURS SAINT LOUIS;;33000;BORDEAUX;;1;19;44.837937,-0.567893
0;AGENCE IMMOBILIERE PETGES ET DUFRANC;0;5.0;W;22 place Amédée Larrieu;;33000;BORDEAUX;;0;0;44.829984,-0.581488
0;AUTO-ECOLE CITY ZEN;0;5.0;W;137 bis avenue du Général Leclerc;;33200;BORDEAUX;;0;0;44.842423,-0.622533
0;AGENCE IMMOBILIERE SQUARE HABITAT;0;5.0;W;;;33000;BORDEAUX;;0;0;44.862132,-0.587876
0;AUTO-ECOLE THE ROAD SCHOOL;0;5.0;W;128 cours Balguerie Stuttenberg;;33000;BORDEAUX;;1;18;
0;AGENCE IMMOBLIERE PETGES ET DUFRANC;0;5.0;W;5 place du Pradeau;;33000;BORDEAUX;06 St Seurin Fondaudège;0;0;44.843315,-0.58637
0;AUX NAINS DE JARDIN;0;;N;142 RUE DE BEGLES;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;0;0;44.823632,-0.565725
0;AGENCE INTERIM INTER CONSEIL;0;;;21 rue Ausone;;33000;BORDEAUX;;0;0;44.837872,-0.568244
0;AZUR INTERIM;0;5.0;W;310 rue d'Ornano;;33000;BORDEAUX;;0;0;44.83148,-0.598095
0;AGENCE KAUFMAN & BROAD;0;5.0;W;14/14bis allée de Tourny;;33000;BORDEAUX;;40;6;44.84336,-0.575735
0;BAILLARDRAN;0;5.0;M;10 rue de la Porte Dijeaux, rue Margaux;rue Guiraude;33000;BORDEAUX;;3;35;44.841038,-0.575
0;AGENCE L'ANNEXE - TRIPIERS DE FRANCE;0;;;Marché des Capucins;;33000;BORDEAUX;;0;0;44.852282,-0.572488
0;BANANA CAFE;0;5.0;N;5 cours PASTEUR;;33000;BORDEAUX;;0;0;44.836036,-0.575678
0;AGENCE LA MUTUELLE GENERALE DE BORDEAUX;0;5.0;W;156 cours Victor HUGO;;33000;BORDEAUX;;0;0;44.834885,-0.574424
0;BANCO POPULAR FRANCE;0;5.0;W;119/121 COURS DE LA MARNE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;6;9;44.853685,-0.571033
0;AGENCE MAAF;0;5.0;W;404 boulevard du Président Wilson;;33000;BORDEAUX;;0;14;
0;BANQUE (TRANSFERT D'ARGENT);0;5.0;W;40 rue du Docteur Nancel PENARD;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;11;44.838937,-0.581648
0;AGENCE MESOLIA EX-MAISON DE LA SANTE-CENTRE DE PREVENTION  ILOT B1.2B;0;5.0;W;ZAC LES BERGES DU LAC;;33000;BORDEAUX;;0;0;
N;BANQUE ALIMENTAIRE DE BORDEAUX ET DE LA GIRONDE;N;5.0;N;RUE BOUGAINVILLE LOT 15  ZI ALFRED DANEY;;33000;BORDEAUX;;8;60;
0;AGENCE OCIANE;0;5.0;W;138 cours Victor Hugo;;33000;BORDEAUX;;2;7;44.834785,-0.573068
0;BANQUE BARCLAYS;0;5.0;W;4 RUE ESPRIT DES LOIS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;30;5;44.843112,-0.571607
N;AGENCE OCIANE;N;5.0;W;88, rue Porte Dijeaux;;33000;BORDEAUX;;0;0;44.840648,-0.579598
0;BANQUE COURTOIS;0;5.0;W;12 quai de queyries;le millenium;33072;BORDEAUX;;0;0;
0;AGENCE PPC - BNP PARIBAS;0;5.0;W;62 RUE LUCIEN FAURE;;33000;BORDEAUX;;3;13;44.835154,-0.567124
0;BANQUE COURTOIS;0;5.0;W;2, COURS DU XXX JUILLET;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;22;36;44.843137,-0.574264
0;AGENCE RANDSTAD;0;5.0;W;19 - 23 - 33 rue Edmond Michelet;Immeuble Toulouse Lautrec;33000;BORDEAUX;;0;0;44.840139,-0.582022
0;BANQUE COURTOIS;0;5.0;W;116 cours Aristide Briand;;33000;BORDEAUX;;11;17;44.831148,-0.573713
0;AGENCE SFR THIERS;0;5.0;W;256 AVENUE THIERS;;33100;BORDEAUX;04 la Bastide;0;0;44.848651,-0.546565
0;BANQUE COURTOIS;0;5.0;W;41 rue du passage Saint Georges;;33000;BORDEAUX;;0;0;44.842255,-0.57628
0;AGENCE SOCIETE GENERALE;0;5.0;W;44 boulevard George V;;33000;BORDEAUX;;0;0;44.826073,-0.590156
0;BANQUE PALATINE EX BANQUE SAN PAOLO;0;5.0;W;27 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;11;10;44.843188,-0.579345
0;AGENCE SOCIETE GENERALE CAUDERAN;0;5.0;W;157 avenue Louis Barthou;;33200;BORDEAUX;;5;14;44.837109,-0.606983
0;BANQUE POPULAIRE;0;5.0;W;113, AVENUS LOUIS BARTHOU;;33200;BORDEAUX;07 08 Caudéran;9;10;44.836455,-0.604726
0;AGENCE SQUARE HABITAT;0;5.0;W;279 RUE DE TURENNE;;33000;BORDEAUX;;0;0;44.849642,-0.595519
0;BANQUE POPULAIRE AQUITAINE;0;5.0;W;295 COURS DE LA SOMME;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;5;10;44.853685,-0.571033
0;AGENCE SQUARE HABITAT;0;5.0;W;253/255 Cours de la Somme;;33000;BORDEAUX;;7;11;44.822577,-0.581149
0;BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE;0;5.0;W;295 cours de la somme;;33800;BORDEAUX;;0;0;44.818452,-0.572398
0;AGEP;0;5.0;W;40/60 rue de PESSAC;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;65;25;44.830063,-0.580612
0;BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE;0;5.0;W;4 PLACE STALINGRAD;;33100;BORDEAUX;04 la Bastide;7;12;44.840519,-0.560396
0;AID EL FITR - GN6;0;;;Gymnase Thiers;;33000;BORDEAUX;;0;0;
0;BANQUE POPULAIRE DU SUD-OUEST;0;5.0;W;71-75 AVENUE LOUIS BARTHOU;;33200;BORDEAUX;07 08 Caudéran;5;5;44.836268,-0.602888
0;AJP IMMOBILIER;0;5.0;W;69 rue Judaïque;;33000;BORDEAUX;;0;0;44.841408,-0.584707
N;BANQUE POPULAIRE DU SUD-OUEST LA BASTIDE;N;5.0;W;91 Avenue Thiers;;33100;BORDEAUX;04 la Bastide;0;19;44.843276,-0.55454
0;AJP IMMOBILIER;0;5.0;W;123 RUE DU GRAND MAURIAN;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;3;6;44.832361,-0.610205
0;BANQUE POPULAIRE TOURNY;0;5.0;W;3, ALLEES DE TOURNY;;33000;BORDEAUX;;0;0;44.843865,-0.575291
0;ALIMENTATION  BIO (EX LE JACOBIER  NOUVEAU  NUMERO 5-20373);0;5.0;M;9 RUE DU PAS ST GEORGES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;1;13;44.839948,-0.572093
0;BANQUE PRIVEE EUROPEENNE;0;5.0;W;19 ALLEE DE TOURNY;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;10;15;44.844465,-0.576126
0;ALIMENTATION GENERALE ALATURKA;0;5.0;M;11 RUE ROBERT SCHUMAN/PLACE DE L EUROPE;;33000;BORDEAUX;;2;65;
0;BAR;0;5.0;N;16 rue de la DEVISE;;33000;BORDEAUX;;0;0;44.83995,-0.571504
0;ALL SUITES APPART HOTEL;0;4.0;O;21 cours BARBEY;;33800;BORDEAUX;;8;148;44.827234,-0.563453
0;"BAR À VIN ""UN VERRE AVEC ELLES""";0;5.0;N;3 quai Louis XVIII  et 6 rue Lafayette;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;82;
0;ALLEES TOURNY;0;;;Allées Tourny;;33000;BORDEAUX;;0;0;44.843894,-0.576334
N;BAR A VIN WINE CANAPE;N;5.0;N;45 rue SAINTE COLOMBE;;33000;BORDEAUX;;12;127;44.83731,-0.571262
0;ALTERNANCE GIRONDE;0;5.0;R;burotel 2 - rue du cardinal Richaud;;33300;BORDEAUX;;0;0;44.887616,-0.565327
0;BAR BODEGA LE TXISTU;0;5.0;N;Hangar 15 - Lot 6;Quai de Bacalan;33000;BORDEAUX;03 Chartrons Grand parc;3;56;
0;ALVEOLES CLAIRIERE DES AUBIERS;0;5.0;X;CLAIRIERE DES AUBIERS;;33300;BORDEAUX;01 le Lac;0;19;44.873002,-0.572112
0;BAR BRASSERIE;0;5.0;N;21-23 RUE FONDAUDEGE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.847784,-0.582228
