avec_hebergement;nom_etablissement;propriete_ville;categorie;type;adresse_1;adresse_2;code_postal;commune;canton;effectif_personnel;nb_visiteurs_max;geometrie
0;LA RUE DES ENFANTS;0;5.0;M;25BIS RUE JUDAIQUE;;33000;BORDEAUX;06 St Seurin Fondaudège;0;0;44.841583,-0.582364
0;MAGASIN DE THE BETJEMAN & BARTON;0;5.0;M;6 rue Bouffard;;33000;BORDEAUX;;1;5;44.840384,-0.579976
0;LOCAL VIDE A USAGE DE BUREAUX OU COMMERCE;0;5.0;M;76, boulevard Georges V;;33000;BORDEAUX;;0;0;44.825252,-0.588907
0;LA TANIERE;0;5.0;N;41 QUAI RICHELIEU;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;36;44.837841,-0.567306
0;MAGASIN DE VENTE;0;5.0;M;10, Cours de Tournon;;33000;BORDEAUX;;0;14;44.845097,-0.57665
0;LOCAUX;0;5.0;;28 QUAI DE LA MONNAIE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.84039,-0.569416
0;LA TAUPINIERE;0;5.0;N;9, quai de la MONNAIE;;33800;BORDEAUX;;8;68;44.834287,-0.563444
0;MAGASIN DE VENTE;0;5.0;M;305 AVENUE D'ARES;;33000;BORDEAUX;;2;72;44.819706,-0.597826
0;LOCAUX;0;5.0;;18 BIS AVENUE THIERS;;33100;BORDEAUX;04 la Bastide;0;0;44.846983,-0.549041
0;LA TOQUE CUIVREE;0;;;12 bis Place Gambetta;;33000;BORDEAUX;;0;0;44.840807,-0.580044
0;MAGASIN DE VENTE D'UNE STATION SERVICE;0;5.0;M;26 boulevard Pierre 1er;;33000;BORDEAUX;;3;43;44.855158,-0.592299
0;LOCAUX ASSOCIATIFS;1;5.0;R;2 RUE SARRETTE;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;15;30;44.823595,-0.551617
0;LA TOQUE CUIVRÉE EX : AGENCE DE LA MAIF;0;5.0;M;41, place GAMBETTA;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;4;6;44.841716,-0.580743
0;MAGASIN DE VENTE DE PRET A PORTER;0;5.0;M;52 rue de la Porte Dijeaux;;33000;BORDEAUX;;0;0;44.840801,-0.577794
0;LOCAUX ASSOCIATIFS;1;5.0;L;19 rue Père Louis de Jabrun;;33000;BORDEAUX;;0;199;44.839137,-0.576529
0;LA VOUTE;0;5.0;L;1 place des capucins;;33000;BORDEAUX;;0;0;44.823138,-0.594931
0;"MAGASIN DE VENTE INFORMATIQUE ""SAS UNIVERS""";0;5.0;M;43 cours des Aubiers;;33000;BORDEAUX;;0;16;44.836711,-0.581229
0;LOCAUX BVD ET INFOPOLE;0;5.0;R;8 RUE NOTRE DAME;;33000;BORDEAUX;03 Chartrons Grand parc;66;4;44.849609,-0.572478
0;LABORATOIRE ANABIO;0;5.0;W;2 rue Blanqui;;33000;BORDEAUX;;0;0;44.854965,-0.577369
0;MAGASIN DE VENTE VIDEO LOUNGE;0;5.0;M;257 RUE MALBEC / 232 COURS DE L'YSER;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;46;44.824495,-0.570104
0;LOCAUX C.G.F.T.E.;0;5.0;W;TERRASSE GENERAL KOENIG;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;19;44.837536,-0.588245
0;LABORATOIRE ANABIO;0;5.0;W;14 COURS BALGUERIE STUTTENBERG;;33300;BORDEAUX;;4;14;44.855234,-0.571163
0;MAGASIN ENTREPÔT;0;5.0;M;avenue des trois Cardinaux;;33300;BORDEAUX;;0;156;44.887206,-0.558705
0;LOCAUX C.R.D.P.;0;5.0;W;3-4 PLACE DE LA FERME DE RICHEMONT;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;150;44.836266,-0.572136
N;LABORATOIRE D'ANALYSES MEDICALES;N;5.0;U;9 PLACE DORMOY;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;3;15;44.828054,-0.587404
0;MAGASIN EPHEMERE;0;5.0;M;10 rue de la Porte Dijeaux, rue Margaux;rue Guiraude;33000;BORDEAUX;;2;44;44.841038,-0.575
0;LOCAUX COMMERCIAUX - GIRONDE HABITAT -;0;5.0;M;RUE EUGENE DELACROIX;;33800;BORDEAUX;04 la Bastide;0;0;44.822709,-0.552729
0;LABORATOIRE D'ANALYSES MEDICALES ANABIO;0;5.0;W;30 rue Saint Sernin;;33000;BORDEAUX;;0;0;44.840319,-0.582204
0;MAGASIN ETAM;0;5.0;M;85,87 RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;8;119;44.839047,-0.574101
0;LOCAUX COMMUNS RESIDENCE SENOIR - ZAC BELCIER ILOT 4.1B;0;3.0;N;rue Seiglière et rue Sainte Anne;;33000;BORDEAUX;;0;0;
0;LABORATOIRE DE PROTHESES DENTAIRES;0;5.0;W;DE  QUEYRIES LOTISSEMENT QUEYRIES SUD;;33100;BORDEAUX;04 la Bastide;50;10;44.850224,-0.548248
0;MAGASIN ETAM LINGERIE;0;5.0;M;62 RUE PORTE DIJEAUX;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;105;44.840738,-0.578548
0;LOCAUX CRAMA;0;5.0;W;103 TER RUE BELLEVILLE;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;8;15;44.833799,-0.584959
0;LADY SUSHI;0;5.0;N;1 rue de la Croix Blanche;;33000;BORDEAUX;;4;43;44.844258,-0.588973
0;MAGASIN FLASH;0;5.0;M;96 RUE AMEDEE SAINT GERMAIN;;33000;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;0;0;44.851586,-0.59357
0;LOCAUX D ENSEIGNEMENT;0;5.0;R;223 AVENUE D ARES;;33200;BORDEAUX;07 08 Caudéran;0;30;44.838309,-0.610814
0;LAVERIE AUTOMATIQUE;0;5.0;M;10 rue Camille Godard;;33000;BORDEAUX;;1;6;44.85501,-0.572429
0;MAGASIN FRANSY;0;5.0;M;4, 7 QUAI RICHELIEU;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;28;44.839544,-0.568733
0;LOCAUX D'ACTIVITES ZAC BASTIDE NIEL ILOT B054;0;;;ZAC BASTIDE NIEL ILO B054;;33000;BORDEAUX;;0;0;
0;LAVERIE AUTOMATIQUE;0;5.0;M;116, rue de la Béchade;;33000;BORDEAUX;;0;0;44.823372,-0.600311
0;MAGASIN GAME;0;5.0;M;203  205 RUE SAINTE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;76;44.833782,-0.57324
0;LOCAUX DE L UNION CLUB BORDELAIS;0;1.0;L;PLACE DE LA COMEDIE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;1742;44.842382,-0.574742
0;LAVERIE GASC 33;0;5.0;W;31 rue du palais Gallien;;33000;BORDEAUX;;1;5;44.842799,-0.581505
0;MAGASIN GENERAL -  CASERNE NIEL - DARWIN;0;3.0;M;87 quai des Queyries;;33100;BORDEAUX;;120;574;44.849663,-0.561249
0;LOCAUX DU PARTI SOCIALISTE;0;5.0;L;239 RUE DU JARDIN PUBLIC;;33000;BORDEAUX;03 Chartrons Grand parc;10;150;44.858945,-0.571539
0;LCL BORDEAUX VICTOIRE;0;5.0;W;1, cours de la Marne;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;7;12;44.852758,-0.568607
0;MAGASIN GO SPORT;0;2.0;M;50/60 RUE SAINTE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;30;1352;44.83959,-0.574067
0;LOCAUX DU SYNDICAT FO;1;5.0;W;17-19 QUAI DE LA MONNAIE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;150;44.84039,-0.569416
0;LCL PLACE DE L'EUROPE;0;5.0;W;PLACE DE L'EUROPE;;33000;BORDEAUX;;0;0;44.852889,-0.584773
0;MAGASIN HERMES;0;5.0;M;1 PLACE GAMBETTA/RUE DE LA VIEILLE TOUR;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;11;103;44.841179,-0.579555
0;LOCAUX EVOLLIS;0;5.0;W;43 cours d'Albret;;33000;BORDEAUX;;0;0;44.836711,-0.581229
0;LCR SALLE DE REUNION;0;5.0;L;rue Pierre TREBOD;;33000;BORDEAUX;;0;160;44.854661,-0.590215
0;MAGASIN HOME BY ASA;0;5.0;M;50 rue des remparts;;33000;BORDEAUX;;0;0;44.839221,-0.579198
0;LOCAUX SCI CABINET PETGES ET DUFRANC;0;;;16 quai Louis XVIII;;33000;BORDEAUX;;0;0;44.847953,-0.571068
0;LDI;0;;;78 rue Lachassaigne;;33000;BORDEAUX;;0;0;44.843965,-0.588946
0;MAGASIN IKEA;0;1.0;M;avenue des Quarante Journaux;;33300;BORDEAUX;01 le Lac;163;5450;44.88067,-0.570246
0;LOFTS;0;;;84 COURS BALGUERIE STUTTENBERG;;33000;BORDEAUX;03 Chartrons Grand parc;0;0;
0;LE 115 EX JAHNA CLUB EX GRAND SCHELEM;0;5.0;N;78 RUE DU PAS ST GEORGES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;32;44.837901,-0.571762
0;MAGASIN JANE DE BOY;0;5.0;W;1 cours du Chapeau Rouge;;33000;BORDEAUX;;0;0;44.842601,-0.571217
0;LOGE GARDIEN RESIDENCE HAUTEPIERRE;0;5.0;W;19 rue Raymond POINCARE;;33000;BORDEAUX;;0;0;44.84128,-0.596019
0;LE 9...Ô PLAT;0;5.0;N;9 RUE CAMILLE GODARD;;33000;BORDEAUX;03 Chartrons Grand parc;2;38;44.855121,-0.572402
0;MAGASIN K-WAY;0;5.0;M;12, rue Franklin;;33000;BORDEAUX;;0;0;44.842453,-0.578219
0;LOGEMENTS FOYERS ETUDIANTS;0;;;211, rue Saint Genes;;33000;BORDEAUX;;0;0;44.82323,-0.582209
0;LE BARCLAY CAFE ROCK EX CHEZ MOI;0;5.0;N;57 COURS DE L'ARGONNE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;170;44.828737,-0.574283
0;MAGASIN KOOKAI;0;5.0;M;42,44 RUE DE LA PORTE DIJEAUX;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;168;44.840825,-0.577515
0;LOLITATIKA;0;5.0;M;11 rue du Pas Saint Georges;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.839885,-0.572068
0;LE BELVEDERE DE GARONNE EIFFEL - DOSSIER GENERAL;0;2.0;M;Quai Deschamps - ZAC Garonne Eiffel;;33000;BORDEAUX;;0;0;
N;MAGASIN L'ATELIER DU CHOCOLAT EX PRINCESSE TAM-TAM;0;5.0;M;34 RUE PORTE DIJEAUX;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;1;7;44.840883,-0.576828
0;LOTO DU 13 FEVRIER 2016;1;3.0;X;rue Brun;;33800;BORDEAUX;;0;350;44.816974,-0.57401
0;LE BISTROQUET BAR;0;5.0;N;177 COURS DE L'YSER;;33800;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;0;70;44.823207,-0.57085
0;MAGASIN LA MAISON DES PAINS;0;5.0;M;34 RUE JENNY LEPREUX;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;10;44.832514,-0.612246
0;LOTO GYMNASE BRUN - GN6;0;;;rue Brun;;33800;BORDEAUX;;0;0;44.816974,-0.57401
0;LE BISTROT DES GRANDS HOMMES;0;5.0;N;10 place des Grands Hommes;;33000;BORDEAUX;;0;30;44.842961,-0.578052
0;MAGASIN LACOSTE;0;5.0;M;24-26 RUE PORTE-DIJEAUX;1-3 rue de CASTILLON;33000;BORDEAUX;05 Hotel de Ville et Quinconces;6;59;44.840928,-0.576303
0;LOVE SHOP;0;5.0;M;18 cours Pasteur;;33000;BORDEAUX;;0;0;44.835987,-0.575267
0;LE BISTROT DU MARIN GASCON;0;5.0;N;69 RUE GEORGES BONNAC;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;2;21;44.840206,-0.584561
0;MAGASIN LAURENCE D - SAINT PRIX;0;5.0;M;16-18 rue Jean Jacques Rousseau;;33000;BORDEAUX;;0;0;44.844243,-0.577723
N;LUTHERIE;N;5.0;M;9 QUAI SAINTE CROIX;;33000;BORDEAUX;;0;0;44.835676,-0.565083
0;LE BOOTLEG - REMPLACÉ PAR L...-00188-000;0;5.0;N;4-8 rue Lacornée;;33000;BORDEAUX;;0;0;44.835298,-0.583015
0;MAGASIN LE COMPTOIR DES COTONNIERS;0;5.0;M;62 RUE PORTE DIJEAUX;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;43;44.840738,-0.578548
0;LYCEE CAMILLE JULLIAN:BAT H ET J;0;4.0;RH;29 rue de la Croix Blanche;;33000;BORDEAUX;06 St Seurin Fondaudège;8;290;44.844575,-0.590137
0;LE BOUDOIR DE MINI PINSON;0;5.0;M;18, place Charles Gruet;;33000;BORDEAUX;;1;10;44.846605,-0.580457
0;MAGASIN LEADER PRICE;0;1.0;M;211 BD ALFRED DANEY;;33300;BORDEAUX;01 le Lac;10;651;44.871066,-0.564312
0;LYCEE CAMILLE JULLIAN:BAT MUSIQUE-CHAPELLE - BAT O ET G;0;5.0;R;29, RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;06 St Seurin Fondaudège;0;180;44.844575,-0.590137
0;LE BOUNTY SHOP;0;5.0;P;1 COURS DE LA MARTINIQUE;;33000;BORDEAUX;;0;0;44.852758,-0.568607
0;MAGASIN LEGO;0;5.0;M;10 rue de la Porte Dijeaux, rue Margaux;rue Guiraude;33000;BORDEAUX;;0;0;44.841038,-0.575
0;LYCEE CAMILLE JULLIAN:CLASSES PREFABRIQUEES;0;;;29, RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;06 St Seurin Fondaudège;0;140;44.844575,-0.590137
N;LE BRISTOL;N;5.0;N;35 RUE FURTADO;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;1;40;44.824754,-0.560995
0;MAGASIN LEROY MERLIN : SOGOOD CAFE;0;1.0;N;AVENUE DES QUARANTE JOURNAUX;;33300;BORDEAUX;01 le Lac;3;50;44.88067,-0.570246
0;LYCEE CONDORCET;0;2.0;R;85 RUE CONDORCET;;33300;BORDEAUX;03 Chartrons Grand parc;68;860;44.858854,-0.577768
0;LE CAFE BASTIDE;0;5.0;N;69-71 Allée SERR;;33000;BORDEAUX;;10;148;44.832536,-0.602551
0;MAGASIN LEVI'S  STORE;0;5.0;M;47 RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;57;44.840174,-0.574285
0;LYCEE DES METIERS D'ART TOULOUSE LAUTREC : INTERNAT;0;3.0;RH;115, RUE JOSEPH ABRIA;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;14;498;44.833735,-0.592573
0;LE CAFE BRUN;0;5.0;N;45 RUE ST REMI;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;63;44.841297,-0.572811
0;MAGASIN LIDL;0;3.0;M;RUE JOSEPH BRUNET;;33300;BORDEAUX;02 Bacalan;10;478;44.876745,-0.543695
0;LYCEE FRANCOIS  MAGENDIE:SITE WALTER POUPOT;0;4.0;R;RUE WALTER POUPOT;;33000;BORDEAUX;;0;390;44.828521,-0.581705
0;LE CAFE POPULAIRE;0;4.0;N;1 RUE KLEBER-21 PASSAGE MOREAU;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;15;222;
0;MAGASIN LISSAC;0;5.0;M;38 cours de l'Intendance;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;12;140;44.841794,-0.577631
0;LYCEE GUSTAVE EIFFEL;0;1.0;R;143 COURS DE LA MARNE;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;255;5615;44.828963,-0.564593
0;LE CAFE ROUGE;0;5.0;N;46 RUE SAINT REMI;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;90;44.84122,-0.572829
0;MAGASIN LOTHAIRE;0;5.0;M;1 RUE VITAL CARLES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;6;105;44.841627,-0.578682
0;LYCEE GUSTAVE EIFFEL:ANNEXE FERBOS;0;3.0;R;25 RUE FERBOS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;18;584;44.827922,-0.566511
0;LE COCODY;0;5.0;N;40 PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;19;44.830519,-0.568543
0;MAGASIN LUSH FRESH;0;5.0;M;10 rue de la Porte Dijeaux, rue Margaux;rue Guiraude;33000;BORDEAUX;;3;41;44.841038,-0.575
0;LYCEE M.MONTAIGNE: BATIMENT 1 AILE EST ET FOYER DES INTERNES;0;4.0;R;118 COURS VICTIOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;5;280;44.834845,-0.571889
0;LE COLIN MAILLARD;0;5.0;N;133 COURS VICTOR HUGO;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;10;143;44.83508,-0.573948
0;MAGASIN LY KIM HAK EX SHOPI;0;5.0;M;33 AVENUE THIERS;;33100;BORDEAUX;04 la Bastide;5;180;44.841429,-0.557547
0;LYCEE M.MONTAIGNE:BAT TRANSITOIRE;0;3.0;R;118 , COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;14;560;44.834845,-0.571889
0;LE COMPTOIR;0;5.0;M;9, rue Duffour Dubergier;;33000;BORDEAUX;;4;18;44.836701,-0.576017
0;MAGASIN MARCHE PLUS;0;5.0;M;8-10 RUE JUDAIQUE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;138;44.841558,-0.5816
0;LYCEE M.MONTAIGNE:BATIMENT 2 AILE OUEST;0;3.0;R;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;25;540;44.834845,-0.571889
0;LE COMPTOIR FROMAGER;0;5.0;N;27 RUE DU PARLEMENT SAINT PIERRE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.84041,-0.571603
0;MAGASIN MARTIN SOL ET PEINTURE;0;5.0;M;1 rue Yves Glotin;Cidex 114;33083;BORDEAUX;;0;0;
1;LYCEE M.MONTAIGNE:INTERNAT D;0;5.0;RH;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;28;44.834845,-0.571889
0;LE COQ SPORTIF;0;5.0;M;Hangar 16 - Lot 7;quai de Bacalan;33300;BORDEAUX;03 Chartrons Grand parc;3;84;44.858458,-0.562943
0;MAGASIN MEPHISTO;0;5.0;M;19 rue Voltaire;;33000;BORDEAUX;;5;42;44.842645,-0.577583
0;LYCEE M.MONTAIGNE:INTERNATS A B C / EXTERNAT 3-4 / PETIT GYMNASE;0;2.0;RH;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;1418;44.834845,-0.571889
0;LE COTTON CLUB;0;5.0;N;51 RUE FRANCOIS DE SOURDIS;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;1;70;44.833197,-0.5882
0;MAGASIN MONCEAU FLEURS;0;5.0;M;157 rue Stéhelin;;33200;BORDEAUX;07 08 Caudéran;4;19;44.844869,-0.610128
0;LYCEE PRIVE DU MATIN;0;3.0;R;36 RUE DU MIRAIL;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;470;44.833474,-0.570957
0;LE COUPE-CHOU;0;5.0;M;9 RUE BUHAN;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;1;5;44.836554,-0.570661
0;MAGASIN MONDOWINE;0;5.0;M;196 rue Achard;;33300;BORDEAUX;;4;99;44.873224,-0.546275
0;LYCEE PROFESSIONNEL ST AUGUSTIN;0;4.0;RH;19 RUE PAUL COURTEAULT;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;12;274;44.834637,-0.607563
0;LE CREOLE;0;5.0;N;PLACE DU MAUCAILLOU;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;1;30;44.832402,-0.566891
0;MAGASIN MUY MUCHO;0;5.0;M;166 RUE SAINTE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;82;44.835698,-0.573429
0;LYCEE PROFESSIONNEL TREGEY;0;2.0;N;RUE DE TREGEY;;33100;BORDEAUX;04 la Bastide;0;0;44.840214,-0.547255
0;LE DEBIT D'HUGO;0;5.0;M;17 cours VICTOR HUGO;;33000;BORDEAUX;;2;9;44.836077,-0.567186
0;MAGASIN NOBLE OPTIQUE;0;5.0;M;11 rue judaïque;;33000;BORDEAUX;;0;0;44.841639,-0.581735
0;LYCEE PROFESSIONNEL TREGEY : BT D LOCAUX TECHNIQUES;0;2.0;R;RUE DE TREGEY;;33100;BORDEAUX;04 la Bastide;10;0;44.840214,-0.547255
0;LE FIACRE;0;5.0;N;42 RUE DE CHEVERUS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;60;44.837685,-0.57553
0;MAGASIN PICARD;0;5.0;M;13, 15 COURS PORTAL;;33000;BORDEAUX;03 Chartrons Grand parc;4;66;44.852708,-0.573345
0;LYCEE TECHNIQUE BEL ORME ANNEXE;0;3.0;R;230 rue Naujac;;33000;BORDEAUX;;0;0;44.850578,-0.595235
0;LE FUMOIR BORDELAIS;0;5.0;M;12 place Gambetta;;33000;BORDEAUX;;0;0;44.840879,-0.580038
0;MAGASIN PICARD;0;5.0;M;Cours du Maréchal Galliéni;;33000;BORDEAUX;;2;46;44.825298,-0.589537
0;LYCEE TECHNOLOGIQUE ST VINCENT DE PAUL;0;2.0;R;47 RUE DES SABLIERES;;33800;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;127;771;44.825447,-0.575366
0;LE GARAGE MODERNE;0;4.0;L;1 rue des Etrangers;;33300;BORDEAUX;02 Bacalan;0;0;44.865,-0.550285
0;MAGASIN PIROUETTES;0;5.0;M;17 rue Montbazon;;33000;BORDEAUX;;0;0;44.838414,-0.5799
0;LYONNAISE DES EAUX;0;5.0;W;91 rue Paulin;;33000;BORDEAUX;;0;0;44.849353,-0.587151
0;LE GARDE MANGER;0;5.0;N;2 rue Blanqui;;33000;BORDEAUX;;0;0;44.854965,-0.577369
0;MAGASIN POINT P;0;5.0;M;RUE DUMONT D'URVILLE;;33300;BORDEAUX;02 Bacalan;10;130;44.879315,-0.559229
0;LYONNAISE DES EAUX BATIMENT RAMSES;0;5.0;R;88 COURS LOUIS FARGUE;;33300;BORDEAUX;03 Chartrons Grand parc;0;69;44.864628,-0.565858
0;LE GAZ DE BORDEAUX;0;5.0;;6 QUAI DE LA DOUANE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.84017,-0.569323
0;MAGASIN POINT P-ASTURIENNE-CEDEO;0;5.0;M;1  QUAI DE BRIENNE;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;10;180;44.823623,-0.544283
0;M.E.A 2017;0;;;Palais des Congrès;;33000;BORDEAUX;;0;0;44.838414,-0.569327
0;LE GEANT DES BEAUX ARTS;0;5.0;M;2 RUE DU PARLEMENT SAINTE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;195;44.840568,-0.572399
0;MAGASIN POUR PROFESSIONNELS DE LA COIFFURE;0;5.0;M;22 rue Yves GLOTIN;;33000;BORDEAUX;;10;174;
0;MA PETITE PAUSE;0;5.0;N;234 rue d'Ornano;;33000;BORDEAUX;;0;0;44.832571,-0.594338
0;LE GERMINAL;0;;L;35BIS/37 RUE LEYTEIRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.833963,-0.569628
0;MAGASIN PRIMEURS;0;5.0;M;245 cours de la SOMME;;33000;BORDEAUX;;0;0;44.82297,-0.580511
0;MAC COSMETICS;0;5.0;M;9 rue MARGAUX;;33000;BORDEAUX;;0;0;44.840524,-0.574779
0;LE GOLF CLUB 33;0;5.0;M;18bis, rue Georges BARRES;;33000;BORDEAUX;;0;0;44.838597,-0.589939
0;MAGASIN PROMOD;0;5.0;M;75 RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;150;44.839342,-0.57415
0;MACWAY;0;5.0;M;11-17 rue Condillac;;33000;BORDEAUX;;3;10;44.842364,-0.579086
0;LE GRAND CIRQUE SUR L'EAU;0;1.0;CTS;;;33000;BORDEAUX;;0;2323;44.862132,-0.587876
0;MAGASIN QUICKSILVER;0;5.0;M;1 RUE DES TROIS CONILS/ IMPASSE SAINT PROJET;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;86;44.838912,-0.574426
0;MAGASIN;0;5.0;M;Quai de Queyries;;33000;BORDEAUX;;3;115;44.835621,-0.565008
0;LE GRAND JARDIN;0;5.0;M;40 Avenue du Général Leclerc;;33200;BORDEAUX;;0;0;44.842423,-0.622533
0;MAGASIN SAN MARINA;0;5.0;M;81/83 RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;4;137;44.839147,-0.574107
0;MAGASIN;0;5.0;M;2 QUAI DE LA GRAVE;;33000;BORDEAUX;;0;0;44.840357,-0.569404
0;LE JARDIN DES FLEURS;0;5.0;M;31, cours Portal;;33000;BORDEAUX;;0;0;44.853236,-0.573018
0;MAGASIN SEX SHOP;0;5.0;M;38 BIS RUE ARNAUD MIQUEU;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;45;44.838323,-0.573123
0;MAGASIN;0;5.0;M;100 AVENUE D'EYSINES;;33000;BORDEAUX;07 08 Caudéran;0;19;44.856609,-0.60282
0;LE JARDIN DES GLACES;0;5.0;N;1 place Saint Pierre;;33000;BORDEAUX;;2;11;44.839683,-0.570618
0;MAGASIN SOCOO'C;0;5.0;M;Avenue des Quarante Journaux;;33000;BORDEAUX;;10;168;
0;MAGASIN;0;1.0;M;1avenue REINSON;;33000;BORDEAUX;;38;1678;44.860468,-0.609936
0;LE KASSANDRE;0;5.0;P;71 RUE KLEBER;;33800;BORDEAUX;03 Chartrons Grand parc;3;100;44.845746,-0.60779
0;MAGASIN SOLARIS EX KANA BEACH;0;5.0;M;27 rue SAINTE CATHERINE;;33000;BORDEAUX;;8;11;44.840732,-0.574377
0;MAGASIN;0;2.0;M;1 avenue REINSON;;33000;BORDEAUX;;24;1387;44.84632,-0.588074
0;LE KING RESTAURATION RAPIDE       EX LE PAMPELUNE;0;5.0;N;14 COURS DE LA SOMME;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;106;44.830039,-0.572295
0;MAGASIN STAGGY;0;5.0;M;110 rue SAINTE CATHERINE;;33000;BORDEAUX;;3;89;44.838096,-0.57382
0;MAGASIN;0;5.0;M;1 avenue REINSON;;33000;BORDEAUX;;6;169;44.84632,-0.588074
0;LE LIEU SANS NOM;0;5.0;R;12 RUE DE LESCURE;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;10;34;44.832847,-0.599553
0;MAGASIN STATION SCOOTER;0;5.0;M;104 Boulevard Wilson;;33000;BORDEAUX;;0;0;44.82446,-0.587663
0;MAGASIN;0;5.0;M;31 rue MORTON;;33000;BORDEAUX;;3;41;44.848856,-0.622105
0;LE MITICO;0;5.0;N;23 RUE CHARLES DOMERCQ;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;4;80;44.827,-0.556749
0;MAGASIN STRADIVARIUS;0;4.0;M;25 rue Sainte Catherine;;33000;BORDEAUX;;22;225;44.840819,-0.574391
0;MAGASIN;0;3.0;M;1 avenue REINSON;;33000;BORDEAUX;;10;422;44.84632,-0.588074
0;LE NAVY;0;5.0;N;7 RUE MONTMEJAN;;33100;BORDEAUX;04 la Bastide;2;45;44.840463,-0.558322
